MSZoning,LotArea,Street,Neighborhood,BldgType,OverallQual,OverallCond,Exterior1st,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleCondition,SalePrice
RM,6300,Pave,OldTown,1Fam,6,6,Wd Sdng,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,742,742,Y,742,742,0,1484,0,0,2,0,3,1,TA,9,Typ,1,Gd,NA,NA,NA,0,0,NA,NA,Y,0,291,134,0,0,NA,NA,NA,0,6,Normal,128000
RL,9790,Pave,NWAmes,1Fam,6,5,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,630,491,1372,Y,1342,0,0,1342,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1967,Unf,2,457,TA,TA,Y,0,0,0,197,0,NA,NA,NA,0,9,Normal,161500
RM,10800,Pave,OldTown,1Fam,5,6,MetalSd,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,0,686,Y,966,686,0,1652,1,0,2,0,4,1,TA,7,Typ,0,NA,Detchd,1961,Unf,1,416,TA,TA,Y,0,0,196,0,0,NA,NA,Shed,1200,6,Normal,139000
RL,10142,Pave,SawyerW,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,656,Unf,0,300,956,Y,956,1128,0,2084,1,0,2,1,4,1,Gd,8,Typ,0,NA,BuiltIn,2004,RFn,2,618,TA,TA,Y,0,45,0,0,0,NA,NA,NA,0,1,Normal,233000
RM,6000,Pave,OldTown,1Fam,4,7,MetalSd,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,901,901,Y,901,0,0,901,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1954,Unf,1,281,Fa,TA,Y,0,0,0,0,0,NA,NA,NA,0,8,Normal,107900
RL,12205,Pave,ClearCr,1Fam,6,8,HdBoard,TA,TA,CBlock,TA,Fa,Gd,LwQ,568,Unf,0,264,832,Y,976,1111,0,2087,0,0,2,1,5,1,Gd,9,Typ,0,NA,Attchd,1966,Fin,2,444,TA,TA,Y,133,168,0,0,0,NA,NA,NA,0,7,Normal,187500
RL,3182,Pave,Blmngtn,TwnhsE,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,0,1129,1145,Y,1145,0,0,1145,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2005,Fin,2,397,TA,TA,Y,100,16,0,0,0,NA,NA,NA,0,9,Normal,160200
RL,11333,Pave,Mitchel,1Fam,6,5,HdBoard,TA,TA,PConc,Gd,TA,Av,ALQ,539,Unf,0,490,1029,Y,1062,0,0,1062,1,0,1,0,3,1,TA,5,Typ,2,TA,Attchd,1976,RFn,2,539,TA,TA,Y,120,0,0,0,0,NA,NA,NA,0,5,Normal,146800
RL,9920,Pave,NoRidge,1Fam,7,5,MetalSd,Gd,TA,PConc,Gd,TA,Av,GLQ,862,Unf,0,255,1117,Y,1127,886,0,2013,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1997,Unf,2,455,TA,TA,Y,180,130,0,0,0,NA,NA,NA,0,6,Normal,269790
RL,9158,Pave,Somerst,1Fam,8,5,CemntBd,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1496,1496,Y,1496,0,0,1496,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2007,Fin,2,474,TA,TA,Y,168,130,0,0,0,NA,NA,NA,0,6,Partial,225000
RL,10832,Pave,Gilbert,1Fam,7,5,MetalSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,712,712,Y,1086,809,0,1895,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994,Fin,2,409,TA,TA,Y,143,46,0,0,0,NA,NA,Shed,500,10,Normal,194500
RL,8400,Pave,SawyerW,1Fam,6,6,HdBoard,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,650,650,Y,888,676,0,1564,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1980,Unf,2,476,TA,TA,Y,0,50,0,204,0,NA,MnPrv,NA,0,4,Normal,171000
RL,8197,Pave,Sawyer,1Fam,6,5,Plywood,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,660,660,Y,1285,0,0,1285,0,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,1977,RFn,2,528,TA,TA,Y,138,0,0,0,0,NA,MnPrv,NA,0,4,Normal,143500
RL,7677,Pave,NAmes,1Fam,5,5,VinylSd,TA,TA,CBlock,TA,TA,No,BLQ,570,Unf,0,203,773,Y,773,0,0,773,0,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1953,Unf,1,240,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,4,Abnorml,110000
RL,13518,Pave,NridgHt,1Fam,9,5,VinylSd,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1926,1926,Y,1966,1174,0,3140,0,0,3,1,4,1,Ex,11,Typ,2,Gd,BuiltIn,2009,Fin,3,820,TA,TA,Y,144,78,0,0,0,NA,NA,NA,0,7,Partial,485000
RL,7200,Pave,SWISU,1Fam,5,7,Wd Sdng,TA,TA,BrkTil,Gd,TA,No,ALQ,569,Unf,0,162,731,Y,981,787,0,1768,1,0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1939,Unf,1,240,TA,TA,Y,0,0,264,0,0,NA,MnPrv,NA,0,6,Normal,175000
RL,12798,Pave,ClearCr,1Fam,6,5,VinylSd,TA,TA,PConc,Gd,TA,Gd,GLQ,462,Unf,0,154,616,Y,616,1072,0,1688,1,0,2,1,4,1,Gd,8,Typ,0,NA,Attchd,1997,RFn,2,603,TA,TA,Y,403,114,185,0,0,NA,NA,Shed,400,5,Normal,200000
RM,4800,Pave,IDOTRR,1Fam,4,7,MetalSd,TA,TA,CBlock,TA,TA,No,LwQ,197,Unf,0,999,1196,Y,1196,0,0,1196,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1957,Unf,2,440,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,7,Normal,109900
RL,8199,Pave,CollgCr,1Fam,7,5,WdShing,Gd,TA,PConc,Gd,TA,Av,GLQ,648,Unf,0,80,728,Y,728,728,0,1456,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005,Fin,2,410,TA,TA,Y,36,18,0,0,0,NA,NA,NA,0,10,Normal,189000
RL,13891,Pave,NridgHt,1Fam,9,5,VinylSd,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1734,1734,Y,1734,1088,0,2822,0,0,3,1,4,1,Ex,12,Typ,1,Gd,BuiltIn,2009,RFn,3,1020,TA,TA,Y,52,170,0,192,0,NA,NA,NA,0,1,Partial,582933
RL,9000,Pave,NAmes,1Fam,5,5,Wd Sdng,TA,TA,CBlock,TA,TA,No,LwQ,812,Unf,0,124,936,Y,1128,0,0,1128,0,0,1,0,2,1,TA,5,Min1,0,NA,Attchd,1954,Unf,1,286,TA,TA,Y,0,0,0,0,0,NA,GdWo,NA,0,6,Family,118000
RL,12274,Pave,Somerst,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1417,1417,Y,1428,0,0,1428,0,0,2,0,3,1,Ex,6,Typ,0,NA,Attchd,2008,RFn,2,554,TA,TA,Y,0,60,0,0,0,NA,NA,NA,0,7,Partial,227680
RL,9750,Pave,NAmes,1Fam,5,5,VinylSd,TA,TA,PConc,TA,TA,Av,ALQ,400,Rec,480,100,980,Y,980,0,0,980,0,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,1967,Fin,1,384,TA,TA,Y,68,0,0,0,0,NA,NA,NA,0,10,Normal,135500
RL,21384,Pave,BrkSide,1Fam,5,6,Wd Sdng,TA,TA,CBlock,TA,TA,Gd,GLQ,1309,Unf,0,15,1324,Y,1072,504,0,1576,2,0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,1923,RFn,2,528,TA,TA,Y,0,312,0,0,0,NA,NA,NA,0,5,Normal,223500
RL,13400,Pave,NAmes,1Fam,5,5,VinylSd,TA,TA,CBlock,TA,TA,Av,ALQ,516,BLQ,128,380,1024,Y,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1966,RFn,2,484,TA,TA,Y,0,0,0,0,0,NA,GdWo,NA,0,6,Normal,159950
RM,8100,Pave,OldTown,1Fam,5,5,AsbShng,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,849,849,N,1075,1063,0,2138,0,0,2,0,2,3,TA,11,Typ,0,NA,Detchd,1910,Unf,2,360,Fa,Po,N,40,156,0,0,0,NA,MnPrv,NA,0,11,Normal,106000
RL,10140,Pave,NWAmes,1Fam,6,6,HdBoard,TA,TA,CBlock,TA,TA,No,ALQ,663,LwQ,377,0,1040,Y,1309,0,0,1309,1,0,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1974,RFn,2,484,TA,TA,Y,265,0,0,0,648,Fa,GdPrv,NA,0,1,Normal,181000
RM,4438,Pave,CollgCr,TwnhsE,6,5,VinylSd,Gd,TA,PConc,Gd,TA,Gd,GLQ,662,Unf,0,186,848,Y,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,1,Gd,Attchd,2004,Fin,2,420,TA,TA,Y,140,0,0,0,0,NA,NA,NA,0,6,Normal,144500
C (all),8712,Grvl,IDOTRR,1Fam,5,5,Wd Sdng,Fa,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,540,540,N,1044,0,0,1044,0,0,1,0,2,1,Fa,4,Typ,0,NA,Basment,1952,Unf,2,504,TA,TA,N,0,0,0,0,0,NA,NA,Shed,54,6,Alloca,55993
RL,9750,Pave,NAmes,1Fam,6,6,MetalSd,TA,TA,CBlock,TA,TA,No,Rec,608,Unf,0,834,1442,Y,1442,0,0,1442,0,0,1,1,4,1,TA,7,Typ,0,NA,Attchd,1958,RFn,1,301,TA,TA,Y,0,0,275,0,0,NA,NA,Shed,500,4,Normal,157900
RL,8248,Pave,Edwards,1Fam,5,7,Stucco,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,686,686,Y,686,564,0,1250,0,1,1,1,3,1,Fa,7,Typ,0,NA,Detchd,1955,Unf,1,280,TA,TA,P,207,0,96,0,0,NA,NA,NA,0,7,Normal,116000
RL,12137,Pave,CollgCr,1Fam,7,5,VinylSd,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1649,1649,Y,1661,0,0,1661,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1998,RFn,2,598,TA,TA,Y,0,34,0,0,0,NA,NA,NA,0,5,Normal,224900
RL,11425,Pave,NAmes,1Fam,5,6,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,486,Unf,0,522,1008,Y,1008,0,0,1008,0,0,1,0,2,1,TA,4,Typ,1,Gd,Attchd,1954,RFn,1,275,TA,TA,Y,0,0,120,0,0,NA,NA,NA,0,7,Normal,137000
RL,13265,Pave,Mitchel,1Fam,8,5,CemntBd,Gd,TA,PConc,Gd,TA,No,GLQ,1218,Unf,0,350,1568,Y,1689,0,0,1689,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,2002,RFn,3,857,TA,TA,Y,150,59,0,0,0,NA,NA,NA,0,7,Normal,271000
RL,8816,Pave,ClearCr,1Fam,6,7,HdBoard,TA,TA,CBlock,TA,TA,Av,GLQ,504,Unf,0,506,1010,Y,1052,0,0,1052,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1971,Unf,2,440,TA,TA,Y,0,0,0,0,0,NA,MnPrv,NA,0,6,Normal,155000
RL,6371,Pave,NridgHt,TwnhsE,7,5,VinylSd,Gd,TA,PConc,Gd,TA,Mn,GLQ,733,Unf,0,625,1358,Y,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2010,RFn,2,484,TA,TA,Y,192,35,0,0,0,NA,NA,NA,0,6,Partial,224000
RL,7226,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,Y,798,842,0,1640,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,2003,RFn,2,595,TA,TA,Y,0,45,0,0,0,NA,NA,NA,0,6,Normal,183000
RM,6000,Pave,OldTown,2fmCon,4,4,MetalSd,Fa,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,936,936,N,936,0,0,936,0,0,1,0,2,1,TA,4,Min2,0,NA,Detchd,1974,Unf,2,576,TA,TA,Y,0,32,112,0,0,NA,NA,NA,0,2,Normal,93000
RL,12394,Pave,Gilbert,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,847,847,Y,847,886,0,1733,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003,Fin,2,433,TA,TA,Y,100,48,0,0,0,NA,NA,NA,0,10,Family,225000
RL,9900,Pave,SWISU,1Fam,6,7,VinylSd,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,778,778,Y,944,545,0,1489,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1940,Unf,1,240,TA,TA,Y,335,0,0,0,0,NA,GdWo,NA,0,7,Normal,139500
FV,11216,Pave,Somerst,1Fam,8,5,VinylSd,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1489,1489,Y,1489,0,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,2,776,TA,TA,Y,0,140,0,0,0,NA,NA,NA,0,6,Partial,232600
RL,14803,Pave,NridgHt,1Fam,10,5,CemntBd,Ex,TA,PConc,Ex,TA,Av,GLQ,1636,Unf,0,442,2078,Y,2084,0,0,2084,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2007,Fin,3,1220,TA,TA,Y,188,45,0,0,0,NA,NA,NA,0,6,Partial,385000
RM,6130,Pave,BrkSide,1Fam,5,6,MetalSd,TA,TA,BrkTil,TA,TA,No,ALQ,784,Unf,0,0,784,Y,784,0,0,784,1,0,1,0,2,1,Gd,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,0,116,0,0,NA,NA,NA,0,5,Normal,109500
RL,8529,Pave,SawyerW,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,20,Unf,0,1434,1454,Y,1434,0,0,1434,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001,RFn,2,527,TA,TA,Y,290,39,0,0,0,NA,NA,NA,0,4,Normal,189000
RL,28698,Pave,ClearCr,1Fam,5,5,Plywood,TA,TA,PConc,TA,Gd,Gd,LwQ,249,ALQ,764,0,1013,Y,1160,966,0,2126,0,1,2,1,3,1,TA,7,Min2,0,NA,Attchd,1967,Fin,2,538,TA,TA,Y,486,0,0,225,0,NA,NA,NA,0,6,Abnorml,185000
FV,2544,Pave,Somerst,Twnhs,7,5,MetalSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,Y,520,623,80,1223,0,0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,2005,RFn,2,480,TA,TA,Y,0,166,0,0,0,NA,NA,NA,0,7,Normal,147400
RL,11900,Pave,NAmes,1Fam,6,5,HdBoard,TA,TA,CBlock,TA,TA,No,Rec,1040,Unf,0,352,1392,Y,1392,0,0,1392,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1957,RFn,2,458,TA,TA,Y,0,0,0,192,0,NA,NA,NA,0,6,Normal,166000
FV,3180,Pave,Somerst,TwnhsE,7,5,MetalSd,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,Y,520,600,80,1200,0,0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,2005,RFn,2,480,TA,TA,Y,0,166,0,0,0,NA,NA,NA,0,6,Normal,151000
RL,9548,Pave,CollgCr,1Fam,7,6,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,483,Unf,0,458,941,Y,941,888,0,1829,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2003,RFn,2,613,TA,TA,Y,192,39,0,0,0,NA,NA,NA,0,1,Normal,237000
RL,10004,Pave,NAmes,1Fam,6,6,HdBoard,TA,TA,CBlock,TA,TA,No,Rec,196,BLQ,345,975,1516,Y,1516,0,0,1516,0,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1964,RFn,2,472,TA,TA,Y,0,0,0,152,0,NA,NA,NA,0,2,Normal,167000
RL,7875,Pave,NAmes,1Fam,5,6,VinylSd,TA,TA,CBlock,TA,TA,No,Rec,572,Unf,0,572,1144,Y,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1961,Unf,2,456,TA,TA,Y,0,0,0,0,0,NA,GdWo,NA,0,9,Normal,139950
RL,9600,Pave,Sawyer,1Fam,4,7,VinylSd,TA,TA,CBlock,Gd,TA,No,BLQ,442,Unf,0,625,1067,Y,1067,0,0,1067,0,0,2,0,2,1,Gd,4,Min2,0,NA,Attchd,1996,Unf,2,436,TA,TA,Y,290,0,0,0,0,NA,NA,NA,0,2,Normal,128000
RM,8100,Pave,OldTown,1Fam,5,6,VinylSd,TA,TA,BrkTil,TA,TA,No,Rec,338,Unf,0,1221,1559,Y,1559,0,0,1559,1,0,1,0,2,1,TA,5,Min2,0,NA,Detchd,1948,Unf,2,812,TA,TA,Y,0,116,230,0,0,NA,GdWo,NA,0,6,Normal,153500
RM,1680,Pave,BrDale,Twnhs,6,5,HdBoard,TA,TA,CBlock,TA,TA,No,BLQ,330,Unf,0,153,483,Y,483,504,0,987,1,0,1,1,2,1,TA,5,Typ,0,NA,Detchd,1973,Unf,1,264,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,11,Normal,100000
RL,9525,Pave,CollgCr,1Fam,5,6,VinylSd,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1099,1099,Y,1099,0,0,1099,0,0,1,1,3,1,Gd,6,Typ,0,NA,Attchd,1999,Unf,1,352,TA,TA,Y,278,0,0,0,0,NA,NA,NA,0,6,Normal,144000
RL,11767,Pave,Edwards,1Fam,5,6,MetalSd,TA,TA,CBlock,TA,TA,No,BLQ,352,Unf,0,416,768,Y,768,432,0,1200,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1946,Unf,1,240,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,5,Normal,130500
RH,12155,Pave,SWISU,1Fam,6,8,Wd Sdng,TA,TA,BrkTil,TA,TA,No,BLQ,156,Unf,0,516,672,N,810,672,0,1482,0,0,2,0,4,1,Fa,7,Typ,0,NA,Detchd,1934,Unf,1,400,TA,TA,P,0,0,254,0,0,NA,NA,NA,0,3,Normal,140000
RM,10440,Pave,OldTown,1Fam,5,8,MetalSd,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,650,650,Y,958,581,0,1539,0,0,2,0,3,1,Gd,8,Typ,1,Po,Detchd,1983,Unf,2,686,Gd,TA,P,70,78,68,0,0,NA,NA,NA,0,6,Normal,157500
RL,9020,Pave,NAmes,1Fam,6,7,HdBoard,TA,TA,CBlock,TA,TA,Gd,Rec,312,ALQ,539,276,1127,Y,1165,0,0,1165,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1966,RFn,2,490,Gd,Gd,Y,0,129,0,0,0,NA,GdPrv,NA,0,5,Normal,174900
RL,8000,Pave,NAmes,Duplex,5,4,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1800,1800,N,1800,0,0,1800,0,0,2,0,6,2,TA,10,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,0,0,0,0,NA,NA,NA,0,7,Normal,141000
RM,12665,Pave,OldTown,1Fam,5,8,Wd Sdng,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,876,876,Y,876,540,0,1416,0,0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,1949,Unf,3,720,TA,TA,Y,418,0,194,0,0,NA,NA,NA,0,6,Normal,153900
RL,16647,Pave,Sawyer,1Fam,5,5,HdBoard,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,Unf,0,0,1390,Y,1701,0,0,1701,1,0,2,0,3,1,TA,6,Min2,2,TA,Basment,1975,Fin,2,611,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,1,Normal,171000
RL,9317,Pave,SawyerW,1Fam,7,5,HdBoard,Gd,TA,PConc,Gd,TA,No,ALQ,513,Unf,0,227,740,Y,1006,769,0,1775,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1993,Unf,2,425,TA,TA,Y,234,72,192,0,0,NA,NA,NA,0,7,Normal,213000
RL,15523,Pave,CollgCr,1Fam,5,6,HdBoard,TA,TA,CBlock,TA,TA,Av,BLQ,460,Unf,0,404,864,Y,864,0,0,864,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1972,Unf,1,338,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,8,Normal,133500
RL,45600,Pave,ClearCr,1Fam,6,8,Wd Sdng,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,907,907,Y,1307,1051,0,2358,0,0,3,0,5,1,TA,10,Typ,1,Gd,Detchd,1908,Unf,2,360,Fa,TA,Y,486,40,0,175,0,NA,NA,NA,0,9,Normal,240000
RL,9600,Pave,Veenker,1Fam,6,7,Plywood,Gd,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,528,528,Y,1094,761,0,1855,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1976,RFn,2,512,TA,TA,Y,113,100,0,0,0,NA,NA,NA,0,8,Normal,187000
RM,4435,Pave,CollgCr,TwnhsE,6,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,189,848,Y,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,0,NA,Attchd,2003,Fin,2,420,TA,TA,Y,140,0,0,0,0,NA,NA,NA,0,11,Normal,131500
RL,3196,Pave,Blmngtn,TwnhsE,8,5,VinylSd,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1273,1273,Y,1456,0,0,1456,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2003,Fin,2,400,TA,TA,Y,143,20,0,0,0,NA,NA,NA,0,5,Normal,215000
RL,7128,Pave,Crawfor,1Fam,7,5,MetalSd,TA,Gd,CBlock,TA,TA,No,Rec,364,Unf,0,554,918,Y,918,728,0,1646,0,0,2,0,4,1,TA,7,Typ,2,Gd,Detchd,1941,Unf,1,240,TA,TA,Y,0,0,0,126,0,NA,MnPrv,NA,0,8,Normal,164000
RL,12095,Pave,NAmes,1Fam,6,6,MetalSd,TA,Gd,CBlock,TA,TA,Gd,Rec,564,Unf,0,563,1127,Y,1445,0,0,1445,0,0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,1964,RFn,2,645,TA,TA,Y,180,0,0,0,0,NA,MnPrv,NA,0,8,Normal,158000
RL,17920,Pave,Sawyer,1Fam,5,4,Wd Sdng,TA,TA,CBlock,TA,TA,Mn,ALQ,306,Rec,1085,372,1763,Y,1779,0,0,1779,1,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1955,Unf,2,454,TA,TA,Y,0,418,0,312,0,NA,NA,NA,0,7,Abnorml,170000
RL,6897,Pave,Sawyer,1Fam,5,8,HdBoard,TA,Gd,CBlock,TA,TA,No,ALQ,659,Unf,0,381,1040,Y,1040,0,0,1040,1,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1962,Unf,1,260,TA,TA,Y,0,104,0,0,0,NA,NA,NA,0,4,Normal,127000
RL,10970,Pave,CollgCr,1Fam,6,6,Plywood,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505,LwQ,435,0,940,Y,1026,0,0,1026,1,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1981,Unf,2,576,TA,Fa,Y,0,0,34,0,0,NA,MnPrv,NA,0,10,Normal,147000
RL,8125,Pave,Gilbert,1Fam,6,5,HdBoard,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,702,702,Y,702,779,0,1481,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1994,Fin,2,343,TA,TA,Y,0,36,0,0,0,NA,NA,NA,0,3,Normal,174000
RL,10400,Pave,NWAmes,1Fam,7,5,HdBoard,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1090,1090,Y,1370,0,0,1370,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1976,RFn,2,479,TA,TA,Y,0,0,0,0,0,NA,MnPrv,NA,0,6,Family,152000
RL,11029,Pave,NWAmes,1Fam,6,7,HdBoard,TA,TA,CBlock,TA,TA,Mn,BLQ,619,Unf,0,435,1054,Y,1512,1142,0,2654,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1968,Unf,2,619,TA,TA,Y,0,65,0,222,0,NA,NA,NA,0,8,Normal,250000
RL,7642,Pave,Crawfor,1Fam,7,8,Wd Sdng,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,912,912,Y,912,514,0,1426,0,0,1,1,3,1,Gd,7,Typ,1,Gd,Detchd,1925,Unf,1,216,TA,TA,Y,0,240,0,0,0,NA,GdPrv,NA,0,6,Normal,189950
RL,11625,Pave,Sawyer,2fmCon,5,4,Plywood,TA,TA,PConc,TA,TA,Mn,BLQ,841,Unf,0,198,1039,Y,1039,0,0,1039,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1965,Unf,2,504,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,4,Normal,131500
RL,9672,Pave,SawyerW,1Fam,6,5,HdBoard,TA,TA,PConc,Gd,TA,No,GLQ,338,Unf,0,702,1040,Y,1097,0,0,1097,0,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,1986,Unf,2,480,TA,TA,Y,0,0,0,0,0,NA,GdPrv,NA,0,5,Normal,152000
RL,7931,Pave,NAmes,1Fam,5,5,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,1148,Unf,0,0,1148,Y,1148,0,0,1148,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1959,Unf,1,672,TA,TA,Y,0,0,0,0,0,NA,GdPrv,NA,0,7,Normal,132500
FV,8640,Pave,Somerst,1Fam,7,5,VinylSd,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1372,1372,Y,1372,0,0,1372,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2008,Fin,2,529,TA,TA,Y,0,140,0,0,0,NA,NA,NA,0,5,Partial,250580
RL,8750,Pave,NAmes,1Fam,5,6,MetalSd,TA,TA,CBlock,TA,TA,No,BLQ,828,Unf,0,174,1002,Y,1002,0,0,1002,1,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1973,Unf,2,902,TA,TA,Y,0,0,0,0,0,NA,MnPrv,NA,0,8,Normal,148500
RL,10656,Pave,Timber,1Fam,8,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1638,1638,Y,1646,0,0,1646,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007,RFn,3,870,TA,TA,Y,192,80,0,0,0,NA,NA,NA,0,11,Partial,248900
